Date,Volume,Open,High,Close,Low
2000-01-03,535796800.0,0.9363840222358704,1.004464030265808,0.9994419813156128,0.9079239964485168
2000-01-04,512377600.0,0.966517984867096,0.9877229928970336,0.9151790142059326,0.9034600257873536
2000-01-05,778321600.0,0.9263389706611632,0.9871649742126464,0.9285709857940674,0.919642984867096
2000-01-06,767972800.0,0.9475449919700624,0.955357015132904,0.8482139706611633,0.8482139706611633
2000-01-07,460734400.0,0.861607015132904,0.9017860293388368,0.888392984867096,0.8526790142059326
2000-01-10,505064000.0,0.9107139706611632,0.9129459857940674,0.872767984867096,0.845982015132904
2000-01-11,441548800.0,0.8565850257873535,0.8872770071029663,0.828125,0.8080360293388367
2000-01-12,976068800.0,0.8482139706611633,0.8526790142059326,0.7784600257873535,0.7723209857940674
2000-01-13,1032684800.0,0.8436099886894226,0.8816959857940674,0.8638389706611633,0.825892984867096
2000-01-14,390376000.0,0.892857015132904,0.9129459857940674,0.896763026714325,0.8872770071029663
2000-01-18,459177600.0,0.9017860293388368,0.9464290142059326,0.928013026714325,0.896763026714325
2000-01-19,597643200.0,0.9430800080299376,0.970982015132904,0.9514510035514832,0.9229909777641296
2000-01-20,1831132800.0,1.03125,1.0848209857940674,1.0133930444717407,1.0133930444717407
2000-01-21,495924800.0,1.020089030265808,1.020089030265808,0.993861973285675,0.9838169813156128
2000-01-24,440876800.0,0.9681919813156128,1.0066959857940674,0.9486610293388368,0.9386159777641296
2000-01-25,497145600.0,0.9375,1.010045051574707,1.0022319555282593,0.9140629768371582
2000-01-26,367158400.0,0.982142984867096,1.019531011581421,0.9838169813156128,0.9799110293388368
2000-01-27,340144000.0,0.9715399742126464,1.0089290142059326,0.982142984867096,0.955357015132904
2000-01-28,423348800.0,0.9659600257873536,0.9899550080299376,0.9073659777641296,0.8984379768371582
2000-01-31,701680000.0,0.9017860293388368,0.9274550080299376,0.9263389706611632,0.84375
2000-02-01,318035200.0,0.9285709857940674,0.9375,0.8950889706611633,0.892857015132904
2000-02-02,464195200.0,0.8995540142059326,0.9118300080299376,0.8822540044784546,0.8660709857940674
2000-02-03,475193600.0,0.8956469893455505,0.9308040142059326,0.9224330186843872,0.8950889706611633
2000-02-04,425320000.0,0.928013026714325,0.982142984867096,0.9642860293388368,0.9252229928970336
2000-02-07,441067200.0,0.9642860293388368,1.020089030265808,1.0184149742126465,0.9458709955215454
2000-02-08,408643200.0,1.0178569555282593,1.036829948425293,1.025670051574707,0.9933040142059326
2000-02-09,299364800.0,1.0189729928970337,1.0457589626312256,1.005579948425293,1.003906011581421
2000-02-10,302982400.0,1.0078129768371582,1.0167410373687744,1.0133930444717407,0.982142984867096
2000-02-11,212251200.0,1.0145089626312256,1.0189729928970337,0.970982015132904,0.966517984867096
2000-02-14,367539200.0,0.9760040044784546,1.0345979928970337,1.0340399742126465,0.9698659777641296
2000-02-15,485744000.0,1.0290180444717407,1.0708709955215454,1.0625,1.0284600257873535
2000-02-16,378246400.0,1.051339030265808,1.0546879768371582,1.0189729928970337,1.0011160373687744
2000-02-17,289497600.0,1.0284600257873535,1.03125,1.025670051574707,1.010045051574707
2000-02-18,233441600.0,1.0234379768371582,1.0301339626312256,0.9933040142059326,0.9899550080299376
2000-02-22,422296000.0,0.9832590222358704,1.0440850257873535,1.0161830186843872,0.9525669813156128
2000-02-23,473099200.0,1.0110210180282593,1.0625,1.0379459857940674,0.9910709857940674
2000-02-24,376432000.0,1.0474330186843872,1.0636160373687744,1.0285990238189695,0.997767984867096
2000-02-25,249144000.0,1.0251120328903198,1.0446430444717407,0.9854909777641296,0.9832590222358704
2000-02-28,328328000.0,0.9832590222358704,1.026785969734192,1.011160969734192,0.9676340222358704
2000-02-29,368961600.0,1.0139509439468384,1.046875,1.0234379768371582,1.005022048950195
2000-03-01,1077003200.0,1.058593988418579,1.1791290044784546,1.1635040044784546,1.058035969734192
2000-03-02,311259200.0,1.1339290142059326,1.1422990560531616,1.089285969734192,1.0775669813156128
2000-03-03,323366400.0,1.114954948425293,1.144950032234192,1.1428569555282593,1.0714290142059326
2000-03-06,210560000.0,1.125,1.1529020071029663,1.1222100257873535,1.1160709857940674
2000-03-07,273011200.0,1.128906011581421,1.1378350257873535,1.0970979928970337,1.0814729928970337
2000-03-08,271230400.0,1.0970979928970337,1.1065850257873535,1.089285969734192,1.058593988418579
2000-03-09,276718400.0,1.0792410373687744,1.1160709857940674,1.0915180444717407,1.0558040142059326
2000-03-10,248606400.0,1.0864959955215454,1.1422990560531616,1.1227680444717407,1.0803569555282593
2000-03-13,303956800.0,1.0904020071029663,1.129464030265808,1.083147048950195,1.066964030265808
2000-03-14,428579200.0,1.0823099613189695,1.109375,1.020089030265808,1.0178569555282593
2000-03-15,443609600.0,1.0323660373687744,1.073660969734192,1.0379459857940674,1.0189729928970337
2000-03-16,378100800.0,1.0474330186843872,1.089285969734192,1.0853790044784546,1.0223209857940674
2000-03-17,305043200.0,1.072545051574707,1.1160709857940674,1.1160709857940674,1.068079948425293
2000-03-20,204489600.0,1.1026790142059326,1.1272319555282593,1.098214030265808,1.0926339626312256
2000-03-21,524328000.0,1.0943080186843872,1.2209819555282593,1.2047990560531616,1.0859379768371582
2000-03-22,567996800.0,1.1855469942092896,1.2890629768371582,1.2873879671096802,1.1746649742126465
2000-03-23,562564800.0,1.2678569555282593,1.3426339626312256,1.261718988418579,1.25
2000-03-24,446913600.0,1.2717629671096802,1.285156011581421,1.238281011581421,1.2098209857940674
2000-03-27,279182400.0,1.228795051574707,1.292410969734192,1.246093988418579,1.2220979928970337
2000-03-28,202966400.0,1.2254459857940674,1.2678569555282593,1.2421879768371582,1.224329948425293
2000-03-29,239836800.0,1.244420051574707,1.244977951049805,1.213727951049805,1.1948939561843872
2000-03-30,414400000.0,1.192522048950195,1.229352951049805,1.1227680444717407,1.119977951049805
2000-03-31,404633600.0,1.1378350257873535,1.2254459857940674,1.2126120328903198,1.125
2000-04-03,328563200.0,1.2098209857940674,1.245535969734192,1.1902899742126465,1.1556919813156128
2000-04-04,660329600.0,1.1841520071029663,1.1875,1.136718988418579,1.042410969734192
2000-04-05,457665600.0,1.1291849613189695,1.1863839626312256,1.1640629768371582,1.1071430444717407
2000-04-06,259627200.0,1.166295051574707,1.2008930444717407,1.1177459955215454,1.1004459857940674
2000-04-07,242435200.0,1.136160969734192,1.177454948425293,1.176339030265808,1.120535969734192
2000-04-10,212262400.0,1.175781011581421,1.1852680444717407,1.1160709857940674,1.113839030265808
2000-04-11,541822400.0,1.1026790142059326,1.114954948425293,1.066406011581421,1.0541290044784546
2000-04-12,941136000.0,1.0625,1.0625,0.9754459857940674,0.9363840222358704
2000-04-13,529827200.0,0.9955360293388368,1.0714290142059326,1.0161830186843872,0.96875
2000-04-14,667620800.0,0.9760040044784546,1.0535709857940674,0.9988840222358704,0.9732139706611632
2000-04-17,409561600.0,0.9776790142059326,1.1065850257873535,1.1060270071029663,0.9737719893455504
2000-04-18,390924800.0,1.1026790142059326,1.1328129768371582,1.1328129768371582,1.0658479928970337
2000-04-19,520150400.0,1.1266740560531616,1.1629459857940674,1.0814729928970337,1.0691959857940674
2000-04-20,722120000.0,1.104352951049805,1.113839030265808,1.0613839626312256,1.0452009439468384
2000-04-24,443620800.0,1.026785969734192,1.0758930444717407,1.0758930444717407,1.0245540142059326
2000-04-25,391641600.0,1.0904020071029663,1.1495540142059326,1.145647048950195,1.089843988418579
2000-04-26,366912000.0,1.130579948425293,1.1428569555282593,1.083147048950195,1.0714290142059326
2000-04-27,326603200.0,1.0463169813156128,1.1339290142059326,1.1316959857940674,1.040876030921936
2000-04-28,249580800.0,1.135045051574707,1.1383930444717407,1.1077009439468384,1.083147048950195
2000-05-01,226195200.0,1.114954948425293,1.1171879768371582,1.1099330186843872,1.088170051574707
2000-05-02,236432000.0,1.1004459857940674,1.1272319555282593,1.052454948425293,1.0491069555282593
2000-05-03,489798400.0,1.0619419813156128,1.082589030265808,1.027343988418579,0.9966520071029664
2000-05-04,399515200.0,1.0279020071029663,1.0290180444717407,0.9882810115814208,0.9871649742126464
2000-05-05,284076800.0,0.9893969893455504,1.0245540142059326,1.010045051574707,0.9885600209236144
2000-05-08,184900800.0,1.000836968421936,1.0150669813156128,0.9832590222358704,0.982142984867096
2000-05-09,327140800.0,0.9849330186843872,0.9933040142059326,0.9414060115814208,0.9363840222358704
2000-05-10,535091200.0,0.9291290044784546,0.9375,0.8867189884185791,0.8816959857940674
2000-05-11,499744000.0,0.9051340222358704,0.9308040142059326,0.9179689884185792,0.8839290142059326
2000-05-12,306913600.0,0.9464290142059326,0.986607015132904,0.9609379768371582,0.9354069828987122
2000-05-15,678932800.0,0.9648439884185792,0.9648439884185792,0.9017860293388368,0.8939729928970337
2000-05-16,440451200.0,0.9331750273704528,0.9737719893455504,0.943638026714325,0.9174110293388368
2000-05-17,398092800.0,0.9252229928970336,0.9257810115814208,0.9051340222358704,0.8962050080299377
2000-05-18,373777600.0,0.919642984867096,0.9369419813156128,0.8995540142059326,0.8984379768371582
2000-05-19,740667200.0,0.8861610293388367,0.8861610293388367,0.8392860293388367,0.8337050080299377
2000-05-22,755507200.0,0.8370540142059326,0.8370540142059326,0.803013026714325,0.767857015132904
