Expiry,Strike,Last Price,Bid,Ask,Volume_x,Open Interest,Time_to_Maturity,Option_Price,Date,Open,High,Low,Close,Volume_y,Dividends,Stock Splits,Log_Return,Volatility
2024-06-21,79.0,68.0,57.05,58.7,1.0,179,0.0136892539356605,68.0,2010-02-23 00:00:00-05:00,13.573010872407332,13.588757989452365,13.30530035683151,13.374789237976074,114789096,0.0,0.0,-0.014343446241541526,0.17536602347097555
2024-06-21,80.0,97.5,96.6,97.2,6.0,20,0.0136892539356605,97.5,2010-02-24 00:00:00-05:00,13.347544190789868,13.4590276123856,13.260806920503716,13.28480339050293,92970936,0.0,0.0,-0.006750755007277101,0.16546798907247365
2024-06-21,81.0,61.12,65.65,69.5,43.0,303,0.0136892539356605,61.12,2010-02-25 00:00:00-05:00,13.17606853933674,13.21031382767747,12.998094966136092,13.158822059631348,132235632,0.0,0.0,-0.009528366997870802,0.16699280623207813
2024-06-21,82.0,63.45,58.5,61.75,40.0,17,0.0136892539356605,63.45,2010-02-26 00:00:00-05:00,13.183568333121858,13.291802496911334,13.08508193119239,13.16806983947754,81890028,0.0,0.0,0.0007025349032458337,0.16713419790921083
2024-06-21,82.5,41.83,52.0,57.0,1.0,31,0.0136892539356605,41.83,2010-03-01 00:00:00-05:00,13.228061660646183,13.330297422907952,13.1915673276575,13.315299034118652,89426484,0.0,0.0,0.01111872980528143,0.1653012402885715
2024-06-21,83.0,55.1,49.75,54.05,1.0,50,0.0136892539356605,55.1,2010-03-02 00:00:00-05:00,13.385038238617923,13.63950121322447,13.373291009168412,13.524518013000488,174097728,0.0,0.0,0.015590509897850626,0.1711481746486067
2024-06-21,84.0,59.95,56.85,60.25,1.0,272,0.0136892539356605,59.95,2010-03-03 00:00:00-05:00,13.557013551525962,13.700992367686007,13.479275316778176,13.631003379821776,123452424,0.0,0.0,0.00784267118898733,0.17201744598227284
2024-06-21,85.0,91.41,91.6,93.2,2.0,8,0.0136892539356605,91.41,2010-03-04 00:00:00-05:00,13.660498009733493,13.901212382204598,13.652999291742804,13.86271858215332,127224648,0.0,0.0,0.016856261886373927,0.17944308341995327
2024-06-21,86.0,65.5,58.1,61.2,4.0,178,0.0136892539356605,65.5,2010-03-05 00:00:00-05:00,14.031694441077502,14.189671438364346,13.995449683932,14.103182792663574,156331512,0.0,0.0,0.017197381460911414,0.1784526319588823
2024-06-21,87.0,87.86,89.6,91.2,20.0,45,0.0136892539356605,87.86,2010-03-08 00:00:00-05:00,14.11743146222485,14.12743070569327,14.023195474933225,14.05993938446045,95360544,0.0,0.0,-0.0030709267186637234,0.14745292658184572
2024-06-21,87.5,87.2,88.15,90.7,1.0,21,0.0136892539356605,87.2,2010-03-09 00:00:00-05:00,13.994199017380785,14.114432848120464,13.910461425377974,14.00269889831543,126936936,0.0,0.0,-0.004079485681438206,0.14809738535135822
2024-06-21,88.0,60.82,65.7,69.05,1.0,75,0.0136892539356605,60.82,2010-03-10 00:00:00-05:00,14.09193396292301,14.460380870285226,14.053189635117745,14.409138679504396,225969804,0.0,0.0,0.02861254632332141,0.17354494092139616
2024-06-21,89.0,50.48,51.55,53.15,4.0,113,0.0136892539356605,50.48,2010-03-11 00:00:00-05:00,14.354395834296348,14.653102381742276,14.35289551918222,14.526371002197266,169162668,0.0,0.0,0.008103051609080647,0.17411392296563893
2024-06-21,90.0,86.15,86.6,88.2,2.0,269,0.0136892539356605,86.15,2010-03-12 00:00:00-05:00,14.701344767823231,14.704844550478189,14.47687762449269,14.486376762390137,110025864,0.0,0.0,-0.0027570132594863695,0.17362228274145922
2024-06-21,91.0,44.29,63.8,65.7,2.0,311,0.0136892539356605,44.29,2010-03-15 00:00:00-04:00,14.164924351584414,14.234164611926824,13.897963506303132,14.077437400817873,185969844,0.0,0.0,-0.0286353427773401,0.2069335172869429
2024-06-21,92.0,78.2,84.6,86.2,1.0,197,0.0136892539356605,78.2,2010-03-16 00:00:00-04:00,14.04369199211336,14.20841802384918,14.016946373796584,14.1279296875,137122740,0.0,0.0,0.003580335647578714,0.20465692478079237
2024-06-21,92.5,82.55,83.2,85.7,10.0,144,0.0136892539356605,82.55,2010-03-17 00:00:00-04:00,14.205418182927334,14.28415757955274,14.104182632335563,14.13692855834961,132731136,0.0,0.0,0.000636753319290696,0.19965820076985583
2024-06-21,93.0,82.07,83.6,85.2,10.0,563,0.0136892539356605,82.07,2010-03-18 00:00:00-04:00,14.11593106963143,14.208918222633264,14.071938018419704,14.157925605773926,71016912,0.0,0.0,0.001484160417068224,0.19765561179683497
2024-06-21,94.0,77.7,81.65,84.2,1.0,104,0.0136892539356605,77.7,2010-03-19 00:00:00-04:00,13.99794864654541,14.197919219021356,13.929958175613075,13.99794864654541,191576232,0.0,0.0,-0.011363787133866503,0.2015479673802644
2024-06-21,95.0,81.23,81.6,83.2,5.0,352,0.0136892539356605,81.23,2010-03-22 00:00:00-04:00,13.90071278965829,14.169172981744463,13.854968896717413,13.935457229614258,160031808,0.0,0.0,-0.004474321639284536,0.20152394006755675
2024-06-21,96.0,59.35,78.4,81.4,1.0,418,0.0136892539356605,59.35,2010-03-23 00:00:00-04:00,13.923959866240226,13.955704629238657,13.54801518746459,13.722989082336426,219831948,0.0,0.0,-0.015364010280279899,0.20949413546667678
2024-06-21,97.0,75.87,79.6,81.2,5.0,459,0.0136892539356605,75.87,2010-03-24 00:00:00-04:00,13.635751301973418,13.994198986579422,13.490523649300412,13.931208610534668,262345392,0.0,0.0,0.015059085454548532,0.20792663433782577
2024-06-21,97.5,79.8,78.15,79.75,1.0,397,0.0136892539356605,79.8,2010-03-25 00:00:00-04:00,13.973451723095536,14.29790464583536,13.96445364230905,14.069938659667969,157078764,0.0,0.0,0.009908964295162878,0.20715946652492462
2024-06-21,98.0,76.1,77.65,79.25,1.0,486,0.0136892539356605,76.1,2010-03-26 00:00:00-04:00,14.129679095783157,14.182671178131336,13.998448676215798,14.06518840789795,107740152,0.0,0.0,-0.0003376740971348074,0.20270317270817045
2024-06-21,99.0,77.44,76.65,78.25,1.0,155,0.0136892539356605,77.44,2010-03-29 00:00:00-04:00,14.072938399090155,14.115931240707248,14.01219706690054,14.059189796447754,124055820,0.0,0.0,-0.00042657736271174056,0.2029141150079912
2024-06-21,100.0,76.7,75.65,78.05,12.0,1612,0.0136892539356605,76.7,2010-03-30 00:00:00-04:00,14.068688125695486,14.188670467981702,14.004947119369891,14.165674209594728,79036884,0.0,0.0,0.007545469011996473,0.20151162619767388
2024-06-21,102.5,73.67,73.15,74.75,5.0,659,0.0136892539356605,73.67,2010-03-31 00:00:00-04:00,14.12418009683313,14.24141329292414,14.068188335845118,14.175922393798828,121110768,0.0,0.0,0.0007231903547400116,0.19627222113342388
2024-06-21,105.0,71.55,71.6,72.25,6.0,2621,0.0136892539356605,71.55,2010-04-01 00:00:00-04:00,14.281657498697616,14.334150431414592,14.136678469412365,14.21791648864746,84023892,0.0,0.0,0.0029579744846638363,0.19524204212973617
2024-06-21,107.5,69.2,68.15,69.75,2.0,730,0.0136892539356605,69.2,2010-04-05 00:00:00-04:00,14.270408925631722,14.369893631901808,14.22291514004602,14.27315902709961,75983940,0.0,0.0,0.0038778885444179156,0.18784123178466855
2024-06-21,110.0,66.6,65.65,67.25,1.0,3344,0.0136892539356605,66.6,2010-04-06 00:00:00-04:00,14.23441381377793,14.270159417544916,14.132928686835276,14.203418731689451,82321596,0.0,0.0,-0.004898091015770425,0.1798356936378084
2024-06-21,112.5,64.1,63.15,64.75,1.0,947,0.0136892539356605,64.1,2010-04-07 00:00:00-04:00,14.18042268200027,14.216666486189617,14.044442688197044,14.08643627166748,103136760,0.0,0.0,-0.00827032353402337,0.18196658134854937
2024-06-21,115.0,61.74,60.65,62.25,5.0,1907,0.0136892539356605,61.74,2010-04-08 00:00:00-04:00,14.08093685119634,14.244163519101878,13.999198729126151,14.185171127319336,77822100,0.0,0.0,0.0069847643023858265,0.18280703407957835
2024-06-21,117.5,60.0,58.15,59.75,4.0,5534,0.0136892539356605,60.0,2010-04-09 00:00:00-04:00,14.18517093337249,14.217166225208317,14.09793356209927,14.15342617034912,82181736,0.0,0.0,-0.002240405191209295,0.15190299068472043
2024-06-21,120.0,56.69,55.65,57.25,130.0,7520,0.0136892539356605,56.69,2010-04-12 00:00:00-04:00,14.181671946367636,14.347896382723055,14.15342601380177,14.316152572631836,94001904,0.0,0.0,0.011431723377206526,0.15478600446346444
2024-06-21,122.5,51.8,53.15,54.75,1.0,3209,0.0136892539356605,51.8,2010-04-13 00:00:00-04:00,14.31115280415406,14.719843413801431,14.276158786798815,14.66710090637207,156335508,0.0,0.0,0.024218501727168957,0.17688570200318568
2024-06-21,125.0,51.24,50.65,52.25,97.0,5451,0.0136892539356605,51.24,2010-04-14 00:00:00-04:00,14.749338259558382,14.806330231344386,14.59811125457941,14.722843170166016,135971892,0.0,0.0,0.0037932927322832243,0.14150840591287187
2024-06-21,127.5,49.4,49.15,49.75,1.0,2732,0.0136892539356605,49.4,2010-04-15 00:00:00-04:00,14.802080304529008,14.94381007198449,14.7050951728696,14.880318641662598,270201528,0.0,0.0,0.010639198469105774,0.14449819760611482
2024-06-21,130.0,46.34,46.65,47.3,91.0,6513,0.0136892539356605,46.34,2010-04-16 00:00:00-04:00,14.072938404925004,14.218166057798395,13.738737718494455,13.75173568725586,488930580,0.0,0.0,-0.07887439531945262,0.31688917449558557
2024-06-21,132.5,43.0,44.15,45.75,4.0,2727,0.0136892539356605,43.0,2010-04-19 00:00:00-04:00,13.71673928317123,13.847721081486648,13.623004356144454,13.750484466552734,155604240,0.0,0.0,-9.09905234552409e-05,0.31676078227658677
2024-06-21,135.0,41.7,41.65,43.25,195.0,4162,0.0136892539356605,41.7,2010-04-20 00:00:00-04:00,13.852219745044772,13.989449518677024,13.774480560974451,13.873966217041016,118976904,0.0,0.0,0.008940092553808145,0.31651454040195814
2024-06-21,137.5,39.03,38.2,40.75,1.0,7977,0.0136892539356605,39.03,2010-04-21 00:00:00-04:00,13.909461045781816,14.004198090306549,13.801977514044175,13.855469703674316,95564340,0.0,0.0,-0.001334070852565544,0.31619494179538593
2024-06-21,140.0,36.9,36.65,37.3,137.0,11367,0.0136892539356605,36.9,2010-04-22 00:00:00-04:00,13.797978783227732,13.810476646968246,13.581760025030391,13.6744966506958,131096772,0.0,0.0,-0.01314753948661072,0.31495292823664056
2024-06-21,142.5,34.25,34.15,34.8,4.0,4797,0.0136892539356605,34.25,2010-04-23 00:00:00-04:00,13.679245963067592,13.730988261078942,13.554763622741635,13.622753143310549,83492424,0.0,0.0,-0.0037911195999391066,0.3102028228031747
2024-06-21,145.0,32.0,31.65,32.3,55.0,5967,0.0136892539356605,32.0,2010-04-26 00:00:00-04:00,13.622253419383137,13.622752571837582,13.228310680846436,13.28905200958252,174577248,0.0,0.0,-0.024800880964121058,0.31793588818333396
2024-06-21,147.5,29.0,28.2,29.8,2.0,9305,0.0136892539356605,29.0,2010-04-27 00:00:00-04:00,13.221812543476917,13.456277984547846,13.178818750518946,13.224562644958496,153634212,0.0,0.0,-0.004864632200530948,0.3178953975937169
2024-06-21,150.0,26.75,25.7,27.3,95.0,8267,0.0136892539356605,26.75,2010-04-28 00:00:00-04:00,13.300550901603634,13.368790949598708,13.023841350648109,13.227811813354492,136107756,0.0,0.0,0.0002456617584525252,0.3179707438029939
2024-06-21,152.5,24.21,23.2,24.8,43.0,4833,0.0136892539356605,24.21,2010-04-29 00:00:00-04:00,13.332297122715625,13.41053546427692,13.164820985901963,13.298050880432127,122233644,0.0,0.0,0.005295905513227185,0.3171337722684347
2024-06-21,155.0,21.78,21.3,22.3,80.0,9476,0.0136892539356605,21.78,2010-04-30 00:00:00-04:00,13.27630487011293,13.440029736610477,13.134074994815483,13.14057445526123,97318584,0.0,0.0,-0.011912743987439883,0.31827845590430637
2024-06-21,157.5,18.87,18.25,19.8,5.0,9211,0.0136892539356605,18.87,2010-05-03 00:00:00-04:00,13.160572368189191,13.321047985377309,13.125076339819447,13.263056755065918,74237688,0.0,0.0,0.009277752548530119,0.3206660018338618
2024-06-21,160.0,16.8,15.75,17.35,156.0,14337,0.0136892539356605,16.8,2010-05-04 00:00:00-04:00,13.161071655608367,13.166570906175403,12.60340401989728,12.657395362854004,242808948,0.0,0.0,-0.0467408246879167,0.35270992589769834
2024-06-21,162.5,13.98,13.4,14.85,10.0,4425,0.0136892539356605,13.98,2010-05-05 00:00:00-04:00,12.522665128536692,12.891111105489085,12.509916735985874,12.742133140563965,183104712,0.0,0.0,0.0066724145752046484,0.35531778185135643
2024-06-21,165.0,12.01,10.1,12.4,78.0,6840,0.0136892539356605,12.01,2010-05-06 00:00:00-04:00,12.716885351185397,12.936103776963344,11.498315115937118,12.464922904968262,199803996,0.0,0.0,-0.021995540557007663,0.3599772960797835
2024-06-21,167.5,9.36,9.45,9.75,29.0,955,0.0136892539356605,9.36,2010-05-07 00:00:00-04:00,12.49741892760892,12.631149880411062,12.031486753774251,12.32669448852539,203356440,0.0,0.0,-0.011151337701348444,0.3573190544046585
2024-06-21,170.0,7.02,6.8,7.45,599.0,25556,0.0136892539356605,7.02,2010-05-10 00:00:00-04:00,12.84736731106987,13.068585209045978,12.813122974789705,13.039339065551758,164954880,0.0,0.0,0.05620367572216707,0.41858636373292024
2024-06-21,172.5,4.95,4.9,5.1,165.0,2647,0.0136892539356605,4.95,2010-05-11 00:00:00-04:00,12.889861926276524,12.995095460172784,12.703638046238911,12.724385261535645,132771096,0.0,0.0,-0.024450618293292165,0.42047339427052866
2024-06-21,175.0,3.04,3.0,3.1,3075.0,15134,0.0136892539356605,3.04,2010-05-12 00:00:00-04:00,12.799124675478495,12.799124675478495,12.548161483903666,12.632898330688477,153917928,0.0,0.0,-0.007215861863194328,0.4062321790913184
2024-06-21,177.5,1.65,1.61,1.65,7420.0,5997,0.0136892539356605,1.65,2010-05-13 00:00:00-04:00,12.910607284532302,13.048087592688686,12.75738081153968,12.770129203796388,132898968,0.0,0.0,0.010804397852946283,0.40931745626895033
2024-06-21,180.0,0.74,0.74,0.75,22131.0,18566,0.0136892539356605,0.74,2010-05-14 00:00:00-04:00,12.742382639543768,12.772878569951546,12.404432595233194,12.68639087677002,164475360,0.0,0.0,-0.006578953352280293,0.40440331491041315
2024-06-21,182.5,0.29,0.23,0.3,1915.0,5360,0.0136892539356605,0.29,2010-05-17 00:00:00-04:00,12.667643354170384,12.707137363108105,12.456923860125409,12.697388648986816,111640248,0.0,0.0,0.0008665197311364262,0.31082618840734977
2024-06-21,185.0,0.11,0.1,0.12,4396.0,13962,0.0136892539356605,0.11,2010-05-18 00:00:00-04:00,12.748131890441876,12.772377935437596,12.424928767089527,12.45742416381836,112906980,0.0,0.0,-0.01907959056966505,0.31490574417711514
2024-06-21,187.5,0.05,0.05,0.07,186.0,2229,0.0136892539356605,0.05,2010-05-19 00:00:00-04:00,12.404682113654788,12.484170240755928,12.1917135645985,12.358939170837402,137690172,0.0,0.0,-0.00793714281855454,0.3110969985765831
2024-06-21,190.0,0.04,0.03,0.05,382.0,9092,0.0136892539356605,0.04,2010-05-20 00:00:00-04:00,12.124973659726288,12.13772205196145,11.843264959697173,11.873510360717772,196335468,0.0,0.0,-0.04006972199993545,0.3327370941427275
2024-06-21,192.5,0.02,0.02,0.04,39.0,535,0.0136892539356605,0.02,2010-05-21 00:00:00-04:00,11.72478193595306,12.123223727215938,11.608299372580031,11.799520492553713,387244368,0.0,0.0,-0.006251004322374288,0.3320802873328573
2024-06-21,195.0,0.03,0.02,0.03,57.0,6097,0.0136892539356605,0.03,2010-05-24 00:00:00-04:00,12.016488653959094,12.242955267660326,11.918253735401258,11.927251815795898,173650176,0.0,0.0,0.010766956039577993,0.33764783959135963
2024-06-21,197.5,0.01,0.01,0.03,14.0,277,0.0136892539356605,0.01,2010-05-25 00:00:00-04:00,11.702034310361986,11.93450123741522,11.59855066790964,11.925003051757812,120575304,0.0,0.0,-0.00018855777428470501,0.33138894106351624
2024-06-21,200.0,0.02,0.01,0.03,120.0,10046,0.0136892539356605,0.02,2010-05-26 00:00:00-04:00,12.049984417247888,12.242205745474571,11.873259677393232,11.885008811950684,138884976,0.0,0.0,-0.0033594504404556936,0.33144670474665494
2024-06-21,205.0,0.02,0.01,0.03,10.0,2317,0.0136892539356605,0.02,2010-05-27 00:00:00-04:00,12.1219737545931,12.305946682530235,12.024487564016969,12.259703636169434,112251636,0.0,0.0,0.031039914736857282,0.35408121593998376
2024-06-21,210.0,0.02,0.0,0.03,107.0,4920,0.0136892539356605,0.02,2010-05-28 00:00:00-04:00,12.316694367263766,12.334442856700608,12.073229901601136,12.138970375061035,115676208,0.0,0.0,-0.009896787546755846,0.3531715036148725
2024-06-21,215.0,0.02,0.0,0.02,54.0,2528,0.0136892539356605,0.02,2010-06-01 00:00:00-04:00,12.008990626798624,12.274701688991849,12.00124137968657,12.057482719421388,106565328,0.0,0.0,-0.0067355296575523325,0.35222737042659824
2024-06-21,220.0,0.02,0.0,0.02,23.0,3700,0.0136892539356605,0.02,2010-06-02 00:00:00-04:00,12.165217629590012,12.344941101008567,12.034736884262042,12.332443237304688,101530368,0.0,0.0,0.022548011644399724,0.36145496795542353
2024-06-21,225.0,0.01,0.0,0.01,7.0,13428,0.0136892539356605,0.01,2010-06-03 00:00:00-04:00,12.375936080388692,12.698139958238698,12.365688213269756,12.638148307800291,145881972,0.0,0.0,0.02448643192780104,0.3374185139829959
2024-06-21,230.0,0.01,0.0,0.01,6.0,1173,0.0136892539356605,0.01,2010-06-04 00:00:00-04:00,12.491169851856212,12.729384657786431,12.415680659798085,12.46617317199707,156655188,0.0,0.0,-0.01370105351633151,0.339660556628461
2024-06-21,235.0,0.01,0.0,0.07,60.0,1956,0.0136892539356605,0.01,2010-06-07 00:00:00-04:00,12.474672032877884,12.520915080673438,12.07698086925504,12.136221885681152,145162692,0.0,0.0,-0.026824304692731227,0.34380044956441663
2024-06-21,240.0,0.02,0.0,0.07,1.0,1632,0.0136892539356605,0.02,2010-06-08 00:00:00-04:00,12.194462442496302,12.21920954547502,11.936750213889944,12.117724418640137,107296596,0.0,0.0,-0.001525316366685881,0.3419273660086662
2024-06-21,245.0,0.02,0.0,0.01,1.0,268,0.0136892539356605,0.02,2010-06-09 00:00:00-04:00,12.178715639152268,12.220209117978827,11.798271906267908,11.848763465881348,109050840,0.0,0.0,-0.022445695509876865,0.27952753196858127
2024-06-21,250.0,0.02,0.0,0.02,7.0,513,0.0136892539356605,0.02,2010-06-10 00:00:00-04:00,12.007489911510635,12.210710695291889,11.894257554501335,12.173465728759766,103012884,0.0,0.0,0.02703512959036842,0.29006438281328334
2024-06-21,255.0,0.01,0.0,0.01,89.0,1709,0.0136892539356605,0.01,2010-06-11 00:00:00-04:00,12.060733309108606,12.215960199614454,12.0387363077735,12.210710525512695,71196732,0.0,0.0,0.0030548356711865656,0.2899673934683619
2024-06-21,260.0,0.01,0.0,0.01,15.0,1774,0.0136892539356605,0.01,2010-06-14 00:00:00-04:00,12.360188848055088,12.360688953110628,12.077980041503906,12.077980041503906,81534384,0.0,0.0,-0.010929515109829091,0.28800247898838705
2024-06-21,265.0,0.01,0.0,0.01,8.0,5621,0.0136892539356605,0.01,2010-06-15 00:00:00-04:00,12.075231080557788,12.50816774726473,12.05273492593775,12.447925567626951,170213616,0.0,0.0,0.03017002453637122,0.30905674814593503
2024-06-21,270.0,0.01,0.0,0.01,45.0,115,0.0136892539356605,0.01,2010-06-16 00:00:00-04:00,12.402432838264358,12.59815395087592,12.400932523112491,12.529913902282717,91480428,0.0,0.0,0.006564909604426598,0.31009663526192965
2024-06-21,275.0,0.01,0.0,0.01,5.0,25,0.0136892539356605,0.01,2010-06-17 00:00:00-04:00,12.584406496387516,12.644896346505965,12.41543099926211,12.500168800354004,79012908,0.0,0.0,-0.002376749312772335,0.30289114642879655
2024-06-21,300.0,0.01,0.0,0.02,1.0,291,0.0136892539356605,0.01,2010-06-23 00:00:00-04:00,12.17046585373838,12.17046585373838,11.952248590000986,12.049483299255373,81082836,0.0,0.0,-0.0086751036560952,0.27699668677084094
2024-06-21,1120.0,1233.0,0.0,0.0,2.0,2,0.0136892539356605,1233.0,2010-06-24 00:00:00-04:00,11.98974306573555,12.066981193453346,11.829765654847266,11.87575912475586,75668256,0.0,0.0,-0.014522505114720898,0.2818442770612951
2024-06-21,1200.0,1173.55,0.0,0.0,1.0,18,0.0136892539356605,1173.55,2010-06-25 00:00:00-04:00,11.92475246651371,11.93950032627222,11.762276432935952,11.815268516540527,89718192,0.0,0.0,-0.005106637043021661,0.2821561024739359
2024-06-21,1350.0,1048.6,0.0,0.0,2.0,0,0.0136892539356605,1048.6,2010-07-01 00:00:00-04:00,11.1306176393155,11.208356823150943,10.839161189877188,10.985639572143556,140403456,0.0,0.0,-0.012346983004991118,0.2779515467045963
2024-06-21,1400.0,911.46,996.0,1015.0,2.0,0,0.0136892539356605,911.46,2010-07-02 00:00:00-04:00,11.038882720727834,11.055379519503502,10.898402734248789,10.912151336669922,77362560,0.0,0.0,-0.006711956623272738,0.2556489984802229
2024-06-21,1450.0,956.94,0.0,0.0,2.0,0,0.0136892539356605,956.94,2010-07-06 00:00:00-04:00,11.098372887266274,11.19011025003032,10.8391613024044,10.900153160095217,102301596,0.0,0.0,-0.0011001293133960839,0.25520885566893725
2024-06-21,1500.0,979.01,0.0,0.0,1.0,1,0.0136892539356605,979.01,2010-07-07 00:00:00-04:00,10.956144024802692,11.28059693299485,10.882904832525576,11.253350257873535,125062812,0.0,0.0,0.031889044495211565,0.2761669721056624
2024-06-21,1550.0,907.23,0.0,0.0,4.0,0,0.0136892539356605,907.23,2010-07-08 00:00:00-04:00,11.337088150865355,11.431575618079204,11.239853439895075,11.41232681274414,106649244,0.0,0.0,0.01402818556442193,0.2828126063161612
2024-06-21,1650.0,739.24,811.5,830.5,2.0,0,0.0136892539356605,739.24,2010-07-12 00:00:00-04:00,11.807519039874684,11.98424377730244,11.7752741720858,11.894006729125977,133242624,0.0,0.0,0.017682684806485764,0.27794270958373035
2024-06-21,1700.0,793.28,0.0,0.0,1.0,2,0.0136892539356605,793.28,2010-07-14 00:00:00-04:00,12.245205801986828,12.343940829922069,12.159718318996068,12.28170108795166,124595280,0.0,0.0,0.0043650578547809495,0.2927466849725257
2024-06-21,1750.0,699.19,743.0,762.0,2.0,1,0.0136892539356605,699.19,2010-07-15 00:00:00-04:00,12.291449438142816,12.365687889073142,12.06523144486026,12.348690032958984,194133672,0.0,0.0,0.005439549039613191,0.2733751321314832
2024-06-21,1900.0,649.81,0.0,0.0,8.0,13,0.0136892539356605,649.81,2010-07-21 00:00:00-04:00,12.098226993692045,12.14072163414146,11.884008662969208,11.935750007629396,131052816,0.0,0.0,-0.008529034826849692,0.3866741557516345
2024-06-21,1950.0,619.36,0.0,0.0,8.0,9,0.0136892539356605,619.36,2010-07-23 00:00:00-04:00,12.017488920751468,12.262952859061258,11.998491597211649,12.24970531463623,90485424,0.0,0.0,0.010770815080958293,0.3909059026224124
2024-06-21,2000.0,595.0,0.0,0.0,6.0,11,0.0136892539356605,595.0,2010-07-27 00:00:00-04:00,12.26270357752755,12.435678008549967,12.252454757947902,12.313945770263672,97949952,0.0,0.0,0.007457274712822325,0.38693954041272294
2024-06-21,2050.0,555.74,0.0,0.0,1.0,1,0.0136892539356605,555.74,2010-07-28 00:00:00-04:00,12.37168735088816,12.379436597731807,12.064981972401444,12.106975555419922,99740160,0.0,0.0,-0.016950643891869836,0.3923678314071164
2024-06-21,2100.0,560.0,0.0,0.0,2.0,6,0.0136892539356605,560.0,2010-07-29 00:00:00-04:00,12.14696991179011,12.220209107290234,11.98149419652819,12.122973442077637,106912980,0.0,0.0,0.0013205053782027161,0.36488754271139384
2024-06-21,2150.0,568.41,0.0,0.0,1.0,3,0.0136892539356605,568.41,2010-07-30 00:00:00-04:00,11.98949282003775,12.182214255828484,11.976744427801943,12.119473457336426,85678236,0.0,0.0,-0.0002887484732915148,0.35480530216652234
2024-06-21,2200.0,493.55,0.0,0.0,1.0,5,0.0136892539356605,493.55,2010-08-02 00:00:00-04:00,12.222959246906436,12.330193203354622,12.171717053295083,12.25845432281494,74273652,0.0,0.0,0.0114023121654996,0.3504543635968251
